ticker,company_name,industry_group,sector_detail,company_type
VHH,Công ty Cổ phần Đầu tư Kinh doanh nhà Thành Đạt,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
PGT,Công ty Cổ phần PGT Holdings,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT
DAE,Công ty Cổ phần Sách Giáo dục tại Thành phố Đà Nẵng,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT
HMR,Công ty Cổ phần Đá Hoàng Mai,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
C47,Công ty Cổ phần Xây dựng 47,Xây dựng và Vật liệu,Xây dựng,CT
ILS,Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Quốc tế,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT
EVG,Công ty Cổ phần Tập đoàn Everland,Xây dựng và Vật liệu,Xây dựng,CT
VIT,Công ty Cổ phần Viglacera Tiên Sơn,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
FRM,Công ty Cổ phần Lâm nghiệp Sài Gòn,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT
HGT,Công ty Cổ phần Du lịch Hương Giang,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT
DTI,Công ty Cổ phần Đầu tư Đức Trung,Du lịch và Giải trí,Khách sạn,CT
HPM,Công ty Cổ phần Xây dựng Thương mại và Khoáng sản Hoàng Phúc,Tài nguyên Cơ bản,Khai khoáng,CT
HJC,Công ty Cổ phần Hoà Việt,Hàng cá nhân & Gia dụng,Thuốc lá,CT
VNC,Công ty Cổ phần Tập đoàn Vinacontrol,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT
PAI,"Công ty Cổ phần Công nghê thông tin, Viễn thông và Tự động hóa Dầu khí",Viễn thông,Viễn thông cố định,CT
HMH,Công ty Cổ phần Hải Minh,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT
CNT,Công ty Cổ phần Tập đoàn CNT,Bất động sản,Bất động sản,CT
VNZ,Công ty Cổ phần Tập đoàn VNG,Truyền thông,Giải trí & Truyền thông,CT
HD6,Công ty Cổ phần Đầu tư và Phát triển nhà số 6 Hà Nội,Bất động sản,Bất động sản,CT
L10,Công ty Cổ phần Lilama 10,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT
L45,Công ty Cổ phần Lilama 45.1,Xây dựng và Vật liệu,Xây dựng,CT
LCM,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai,Tài nguyên Cơ bản,Khai khoáng,CT
LMH,Công ty Cổ phần Quốc Tế Holding,Bất động sản,Bất động sản,CT
HHB,Công ty Cổ Phần Bia Hà Nội - Hồng Hà,Thực phẩm và đồ uống,Sản xuất bia,CT
MHC,Công ty Cổ phần MHC,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT
L63,Công ty Cổ phần Lilama 69-3,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT
HD2,Công ty Cổ phần Đầu tư phát triển nhà HUD2,Bất động sản,Bất động sản,CT
VTB,Công ty Cổ phần Viettronics Tân Bình,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT
MTS,Công ty Cổ phần Vật tư - TKV,Hàng & Dịch vụ Công nghiệp,Nhà cung cấp thiết bị,CT
TNP,Công ty Cổ phần Cảng Thị Nại,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
VPH,Công ty Cổ phần Vạn Phát Hưng,Bất động sản,Bất động sản,CT
VSC,Công ty Cổ phần Container Việt Nam,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
PDR,Công ty Cổ phần Phát triển Bất động sản Phát Đạt,Bất động sản,Bất động sản,CT
VTH,Công ty Cổ phần Dây cáp điện Việt Thái,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT
QNS,Công ty Cổ phần Đường Quảng Ngãi,Thực phẩm và đồ uống,Thực phẩm,CT
QNW,Công ty Cổ phần Cấp thoát nước và xây dựng Quảng Ngãi,"Điện, nước & xăng dầu khí đốt",Nước,CT
PPY,Công ty Cổ phần Xăng dầu dầu khí Phú Yên,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
SDV,Công ty Cổ phần Dịch vụ Sonadezi,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT
QBS,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
XPH,Công ty Cổ phần Xà phòng Hà Nội,Hàng cá nhân & Gia dụng,Hàng cá nhân,CT
SDU,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Xây dựng và Vật liệu,Xây dựng,CT
VNB,Công ty Cổ phần Sách Việt Nam,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT
SCI,Công ty Cổ phần SCI E&C,Xây dựng và Vật liệu,Xây dựng,CT
NSL,Công ty Cổ phần Cấp nước Sơn La,"Điện, nước & xăng dầu khí đốt",Nước,CT
MSH,Công ty Cổ phần May Sông Hồng,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
SHS,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,Dịch vụ tài chính,Môi giới chứng khoán,CK
SII,Công ty Cổ phần Hạ tầng Nước Sài Gòn,"Điện, nước & xăng dầu khí đốt",Nước,CT
STS,Công ty Cổ phần Dịch vụ vận tải Sài Gòn,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT
SRB,Công ty Cổ phần Tập đoàn Sara,Công nghệ Thông tin,Phần mềm,CT
STP,Công ty Cổ phần Công nghiệp Thương mại Sông Đà,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT
TAL,Công Ty Cổ Phần Đầu Tư Bất Động Sản Taseco,Bất động sản,Bất động sản,CT
BTS,Công ty Cổ phần Xi măng VICEM Bút Sơn,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
CDC,Công ty Cổ phần Chương Dương,Xây dựng và Vật liệu,Xây dựng,CT
FCM,Công ty Cổ phần Bê tông Phan Vũ Hà Nam,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
MTH,Công ty Cổ phần Môi trường Đô thị Hà Đông,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT
NCT,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
HND,Công ty Cổ phần Nhiệt điện Hải Phòng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
VND,Công ty Cổ phần Chứng khoán VNDIRECT,Dịch vụ tài chính,Môi giới chứng khoán,CK
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
NVB,Ngân hàng Thương mại Cổ phần Quốc Dân,Ngân hàng,Ngân hàng,NH
OGC,Công ty Cổ phần Tập đoàn Đại Dương,Dịch vụ tài chính,Tài chính đặc biệt,CT
PDC,Công ty Cổ phần Du lịch Dầu khí Phương Đông,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT
PFL,Công ty Cổ phần Dầu khí Đông Đô,Xây dựng và Vật liệu,Xây dựng,CT
PNC,Công ty Cổ phần Văn hóa Phương Nam,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT
PSL,Công ty Cổ phần Chăn nuôi Phú Sơn,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
GCB,Công ty Cổ phần PETEC Bình Định,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
PTD,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh,Xây dựng và Vật liệu,Xây dựng,CT
POS,Công ty Cổ phần Vận hành và Xây lắp PTSC,Dầu khí,Thiết bị và Dịch vụ Dầu khí,CT
DTD,Công ty Cổ phần Đầu tư Phát triển Thành Đạt,Bất động sản,Bất động sản,CT
TCX,Công ty Cổ phần Chứng khoán Kỹ Thương,Dịch vụ tài chính,Môi giới chứng khoán,CK
TVT,Tổng Công ty Việt Thắng - CTCP,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần,Tài nguyên Cơ bản,Khai khoáng,CT
TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
TLH,Công ty Cổ phần Tập đoàn Thép Tiến Lên,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
TTA,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
AFX,Công ty Cổ phần Xuất Nhập khẩu Nông sản Thực phẩm An Giang,Bán lẻ,Phân phối thực phẩm,CT
CEN,Công ty Cổ phần CENCON Việt Nam,Bán lẻ,Bán lẻ phức hợp,CT
LDW,Công ty Cổ phần Cấp thoát nước Lâm Đồng,"Điện, nước & xăng dầu khí đốt",Nước,CT
CMV,Công ty Cổ phần Thương nghiệp Cà Mau,Bán lẻ,Bán lẻ phức hợp,CT
VIN,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
VLS,Công ty Cổ phần Sản xuất Thép Việt Long,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
BMG,Công ty Cổ phần May Bình Minh,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
UPS,Công ty Cổ phần Chứng khoán UP,Dịch vụ tài chính,Môi giới chứng khoán,CK
AIG,Công ty Cổ phần Nguyên liệu Á Châu AIG,Thực phẩm và đồ uống,Thực phẩm,CT
BMC,Công ty Cổ phần Khoáng sản Bình Định,Tài nguyên Cơ bản,Khai khoáng,CT
CMW,Công ty Cổ phần Cấp nước Cà Mau,"Điện, nước & xăng dầu khí đốt",Nước,CT
TVH,Công ty Cổ phần Tư vấn Xây dựng công trình Hàng hải,Xây dựng và Vật liệu,Xây dựng,CT
MBN,Công ty Cổ phần Môi trường và Công trình đô thị Bắc Ninh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT
DKC,Công ty Cổ phần Chợ Lạng Sơn,Bán lẻ,Bán lẻ phức hợp,CT
SWC,Tổng Công ty Cổ phần Đường Sông Miền Nam,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT
TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,Hóa chất,"Nhựa, cao su & sợi",CT
CCM,Công ty Cổ phần Khoáng sản và Xi măng Cần Thơ,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
BCE,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,Xây dựng và Vật liệu,Xây dựng,CT
MTV,Công ty Cổ phần Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT
DVG,Công ty Cổ phần Đại Việt Group DVG,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
BTT,Công ty Cổ phần Thương mại - Dịch vụ Bến Thành,Bán lẻ,Bán lẻ phức hợp,CT
E29,Công ty cổ phần Đầu tư Xây dựng và Kỹ thuật 29,Xây dựng và Vật liệu,Xây dựng,CT
ADC,Công ty Cổ phần Mĩ thuật và Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT
HCI,Công ty Cổ phần Đầu tư - Xây dựng Hà Nội,Xây dựng và Vật liệu,Xây dựng,CT
TAB,Công ty Cổ phần Freco Việt Nam,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT
VC3,Công ty Cổ phần Tập đoàn Nam Mê Kông,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",CT
TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,Công nghệ Thông tin,Dịch vụ Máy tính,CT
VCM,Công ty Cổ phần BV Life,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT
TDF,Công ty Cổ phần Trung Đô,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
GHC,Công ty Cổ phần Thủy điện Gia Lai,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
DIH,Công ty Cổ phần Đầu tư Phát triển Xây dựng - Hội An,Xây dựng và Vật liệu,Xây dựng,CT
VFG,Công ty Cổ phần Khử trùng Việt Nam,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
VFR,Công ty Cổ phần Vận tải và Thuê tàu,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT
CYC,Công ty Cổ phần Gạch men Chang Yih,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
CAR,Công ty cổ phần Tập đoàn Giáo dục Trí Việt,Hàng & Dịch vụ Công nghiệp,Đào tạo & Việc làm,CT
EIB,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,Ngân hàng,Ngân hàng,NH
BMF,Công ty Cổ phần Vật liệu Xây dựng và Chất đốt Đồng Nai,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
VCS,Công ty Cổ phần VICOSTONE,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
HTP,Công ty Cổ phần In Sách Giáo Khoa Hòa Phát,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT
FIC,Tổng Công ty Vật liệu Xây dựng số 1 - Công ty Cổ phần,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
CI5,Công ty Cổ phần Đầu tư Xây dựng số 5,Xây dựng và Vật liệu,Xây dựng,CT
DRI,Công ty Cổ phần Đầu tư Cao su Đắk Lắk,Hóa chất,"Nhựa, cao su & sợi",CT
VSN,Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản,Thực phẩm và đồ uống,Thực phẩm,CT
HEV,Công ty Cổ phần Sách Đại học - Dạy nghề,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT
HPI,Công ty Cổ phần Khu công nghiệp Hiệp Phước,Bất động sản,Bất động sản,CT
HBH,Công ty Cổ phần HABECO - Hải Phòng,Thực phẩm và đồ uống,Sản xuất bia,CT
TUG,Công ty Cổ phần Lai dắt và Vận tải Cảng Hải Phòng,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
HRC,Công ty Cổ phần Cao su Hòa Bình,Hóa chất,"Nhựa, cao su & sợi",CT
HSI,Công ty Cổ phần Vật tư Tổng hợp và Phân bón Hóa sinh,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
VGV,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,Bất động sản,Bất động sản,CT
HAF,Công ty Cổ phần Thực phẩm Hà Nội,Thực phẩm và đồ uống,Thực phẩm,CT
IMP,Công ty Cổ phần Dược phẩm Imexpharm,Y tế,Dược phẩm,CT
IPA,Công ty Cổ phần Tập đoàn Đầu tư I.P.A,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT
FMC,Công ty Cổ phần Thực phẩm Sao Ta,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
VNS,Công ty Cổ phần Ánh Dương Việt Nam,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT
CTB,Công ty Cổ phần Chế tạo Bơm Hải Dương,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT
NLG,Công ty Cổ phần Đầu tư Nam Long,Bất động sản,Bất động sản,CT
VOS,Công ty Cổ phần Vận tải Biển Việt Nam,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT
VPG,Công ty Cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Tài nguyên Cơ bản,Khai khoáng,CT
MA1,Công ty Cổ phần Thiết bị,Bất động sản,Bất động sản,CT
KVC,Công ty Cổ phần Sản xuất Xuất nhập khẩu Inox Kim Vĩ,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
MPY,Công ty Cổ phần Môi trường đô thị Phú Yên,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT
PTV,Công ty Cổ phần Thương mại Dầu khí,Dầu khí,Thiết bị và Dịch vụ Dầu khí,CT
NDF,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,Thực phẩm và đồ uống,Thực phẩm,CT
NOS,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT
XHC,Công ty Cổ phần Xuân Hòa Việt Nam,Hàng cá nhân & Gia dụng,Thiết bị gia dụng,CT
XMP,Công ty Cổ phần Thủy điện Xuân Minh,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
YEG,Công ty Cổ phần Tập đoàn Yeah1,Truyền thông,Giải trí & Truyền thông,CT
PBC,Công ty Cổ phần Dược Phẩm Trung ương 1 - Pharbaco,Y tế,Dược phẩm,CT
VTC,Công ty Cổ phần Viễn Thông VTC,Công nghệ Thông tin,Thiết bị viễn thông,CT
PPS,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT
TOW,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn,"Điện, nước & xăng dầu khí đốt",Nước,CT
PTS,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT
PND,Công ty Cổ phần Xăng dầu Dầu khí Nam Định,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
MQN,Công ty Cổ phần Môi trường đô thị Quảng Ngãi,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT
PVV,Công ty Cổ phần Vinaconex 39,Xây dựng và Vật liệu,Xây dựng,CT
PRE,Tổng Công ty Cổ phần Tái bảo hiểm Hà Nội,Bảo hiểm,Tái bảo hiểm,BH
S72,Công ty Cổ phần Sông Đà 7.02,Xây dựng và Vật liệu,Xây dựng,CT
SAB,Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn,Thực phẩm và đồ uống,Sản xuất bia,CT
SD2,Công ty Cổ phần Sông Đà 2,Xây dựng và Vật liệu,Xây dựng,CT
VC1,Công ty Cổ phần Xây dựng số 1,Xây dựng và Vật liệu,Xây dựng,CT
BSG,Công ty Cổ phần Xe khách Sài Gòn,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT
SGD,Công ty Cổ phần Sách Giáo dục tại Thành phố Hồ Chí Minh,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT
SGS,Công ty Cổ phần Vận tải biển Sài Gòn,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT
SNZ,Tổng Công ty Cổ phần Phát triển Khu Công nghiệp,Xây dựng và Vật liệu,Xây dựng,CT
SVD,Công ty Cổ phần Đầu tư & Thương mại Vũ Đăng,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
SVT,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông,Bán lẻ,Dịch vụ tiêu dùng chuyên ngành,CT
TDW,Công ty Cổ phần Cấp nước Thủ Đức,"Điện, nước & xăng dầu khí đốt",Nước,CT
CSC,Công ty Cổ phần Tập đoàn COTANA,Xây dựng và Vật liệu,Xây dựng,CT
ILC,Công ty Cổ phần Hợp tác lao động với nước ngoài,Hàng & Dịch vụ Công nghiệp,Đào tạo & Việc làm,CT
GVT,Công ty Cổ phần Giấy Việt Trì,Tài nguyên Cơ bản,Sản xuất giấy,CT
LHG,Công ty Cổ phần Long Hậu,Bất động sản,Bất động sản,CT
LKW,Công ty Cổ phần Cấp nước Long Khánh,"Điện, nước & xăng dầu khí đốt",Nước,CT
MCP,Công ty Cổ phần In và Bao bì Mỹ Châu,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT
NDN,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,Bất động sản,Bất động sản,CT
PPH,Tổng Công ty Cổ phần Phong Phú,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
DAT,Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Dầu khí,Thiết bị và Dịch vụ Dầu khí,CT
QHD,Công ty Cổ phần Que hàn điện Việt Đức,Hàng & Dịch vụ Công nghiệp,Công nghiệp phức hợp,CT
RCL,Công ty Cổ phần Địa ốc Chợ Lớn,Bất động sản,Bất động sản,CT
SFI,Công ty Cổ phần Đại lý Vận tải SAFI,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT
TEG,Công ty Cổ phần Trường Thành Energy Group,Bất động sản,Bất động sản,CT
TET,Công ty Cổ phần Vải sợi May mặc Miền Bắc,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
THS,Công ty Cổ phần Thanh Hoa Sông Đà,Bán lẻ,Bán lẻ phức hợp,CT
DTG,Công ty Cổ phần Dược phẩm Tipharco,Y tế,Dược phẩm,CT
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT
TTB,Công ty Cổ phần TTBGROUP,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
G20,Công ty Cổ phần Đầu tư Dệt may Vĩnh Phúc,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
IVS,Công ty Cổ phần Chứng khoán Guotai Junan (Việt Nam),Dịch vụ tài chính,Môi giới chứng khoán,CK
VTZ,Công ty Cổ phần Sản xuất và Thương mại Nhựa Việt Thành,Hóa chất,"Nhựa, cao su & sợi",CT
PC1,Công ty Cổ phần Tập đoàn PC1,Xây dựng và Vật liệu,Xây dựng,CT
PSP,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT
